age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
32,blue-collar,single,secondary,no,301,yes,no,unknown,7,395,2,-1,0,unknown,no
37,technician,single,tertiary,no,197,no,no,cellular,13,234,1,87,3,success,yes
44,management,married,tertiary,no,430,no,no,cellular,7,97,2,171,2,failure,no
30,management,single,tertiary,no,2,yes,yes,cellular,25,1031,8,-1,0,unknown,yes
30,blue-collar,married,primary,no,1101,yes,yes,cellular,19,779,2,175,1,failure,no
37,blue-collar,married,unknown,no,722,yes,no,cellular,17,362,1,150,3,failure,no
56,technician,divorced,secondary,no,179,no,no,cellular,18,536,1,-1,0,unknown,yes
38,admin.,divorced,tertiary,no,86,yes,no,unknown,6,218,1,-1,0,unknown,no
54,self-employed,married,primary,no,0,no,yes,telephone,9,130,2,-1,0,unknown,no
33,blue-collar,divorced,primary,no,390,yes,no,unknown,9,665,2,-1,0,unknown,yes
54,management,divorced,unknown,no,901,no,no,unknown,20,7,3,-1,0,unknown,no
23,student,single,secondary,no,431,no,no,cellular,15,201,3,186,2,success,yes
73,retired,married,primary,no,279,no,no,cellular,28,399,3,-1,0,unknown,yes
31,technician,single,secondary,no,18,no,no,cellular,2,109,1,-1,0,unknown,no
42,unknown,single,unknown,no,1316,no,no,unknown,5,285,1,-1,0,unknown,no
28,blue-collar,married,secondary,no,0,yes,no,unknown,27,548,1,-1,0,unknown,no
44,admin.,divorced,secondary,no,49,yes,no,cellular,6,155,2,-1,0,unknown,no
30,self-employed,single,tertiary,no,663,no,no,cellular,4,222,1,-1,0,unknown,no
26,technician,single,tertiary,no,2781,yes,no,cellular,30,132,1,-1,0,unknown,no
39,management,married,tertiary,no,1301,no,no,cellular,13,233,1,-1,0,unknown,no
33,admin.,single,secondary,no,2554,yes,no,telephone,6,125,3,249,15,failure,no
45,management,married,unknown,no,2466,no,no,telephone,27,124,1,-1,0,unknown,no
31,unemployed,married,secondary,no,31,yes,no,cellular,15,211,6,-1,0,unknown,no
38,management,married,tertiary,no,516,yes,no,telephone,16,198,3,-1,0,unknown,no
38,blue-collar,married,secondary,no,422,yes,no,cellular,11,286,3,-1,0,unknown,no
32,blue-collar,married,secondary,no,944,no,no,cellular,13,231,2,362,1,other,no
37,management,married,tertiary,no,0,no,no,cellular,20,179,2,-1,0,unknown,no
57,management,married,tertiary,no,2101,no,no,cellular,18,101,5,-1,0,unknown,no
33,management,married,tertiary,no,130,no,no,cellular,25,121,8,-1,0,unknown,no
33,admin.,married,secondary,no,30,yes,no,telephone,5,125,2,-1,0,unknown,no
29,unemployed,single,secondary,no,2424,no,no,cellular,6,93,1,-1,0,unknown,no
53,blue-collar,married,secondary,no,6112,no,no,cellular,3,211,1,-1,0,unknown,yes
56,unknown,married,unknown,no,1032,no,no,telephone,29,225,4,-1,0,unknown,no
36,entrepreneur,single,secondary,no,296,no,no,cellular,30,122,2,-1,0,unknown,no
44,management,married,tertiary,no,226,yes,no,cellular,14,190,3,270,3,failure,yes
60,admin.,married,unknown,no,478,no,no,cellular,11,324,8,-1,0,unknown,no
37,blue-collar,married,unknown,no,83,yes,no,cellular,11,161,1,-1,0,unknown,no
38,technician,divorced,tertiary,no,791,yes,no,unknown,26,89,2,-1,0,unknown,no
36,management,married,tertiary,no,-2,no,no,cellular,11,242,2,-1,0,unknown,no
35,management,married,tertiary,no,416,no,no,cellular,7,163,4,-1,0,unknown,no
36,management,single,tertiary,no,436,no,no,cellular,13,567,1,595,2,failure,yes
37,unknown,single,unknown,no,414,yes,no,unknown,7,131,1,-1,0,unknown,no
42,blue-collar,single,secondary,no,24,no,no,unknown,14,229,1,-1,0,unknown,no
32,blue-collar,married,primary,no,7406,yes,no,unknown,20,418,2,-1,0,unknown,no
48,technician,married,unknown,no,2106,yes,no,cellular,17,499,2,195,1,failure,no
48,management,married,primary,no,247,yes,yes,unknown,14,145,1,-1,0,unknown,no
38,services,married,secondary,no,859,yes,no,cellular,5,35,6,-1,0,unknown,no
35,management,single,tertiary,no,18111,no,no,cellular,14,172,4,-1,0,unknown,yes
34,technician,married,secondary,no,210,yes,yes,cellular,20,199,1,-1,0,unknown,no
35,blue-collar,single,secondary,no,0,yes,no,cellular,16,1174,1,345,4,other,yes
44,technician,single,tertiary,no,607,yes,no,unknown,13,119,2,-1,0,unknown,no
35,unemployed,single,secondary,no,0,no,no,cellular,31,299,3,-1,0,unknown,no
43,technician,single,secondary,no,59,yes,no,unknown,11,107,19,-1,0,unknown,no
37,blue-collar,married,secondary,no,982,yes,no,cellular,9,231,2,-1,0,unknown,no
41,technician,married,secondary,no,1066,no,no,cellular,11,109,3,-1,0,unknown,yes
31,management,single,tertiary,no,825,yes,no,unknown,21,506,2,-1,0,unknown,yes
47,management,single,tertiary,no,-230,no,no,cellular,4,293,1,-1,0,unknown,no
41,management,married,tertiary,no,27696,no,no,cellular,12,147,2,104,1,failure,yes
41,blue-collar,married,primary,no,8,yes,no,cellular,15,155,2,-1,0,unknown,no
56,technician,married,tertiary,no,272,no,no,cellular,26,103,2,-1,0,unknown,no
43,self-employed,single,unknown,no,3173,no,no,unknown,15,746,1,-1,0,unknown,yes
37,management,single,tertiary,no,159,no,yes,cellular,10,377,3,-1,0,unknown,no
57,entrepreneur,married,secondary,no,905,no,no,cellular,7,121,1,-1,0,unknown,no
29,management,single,tertiary,no,874,yes,no,cellular,16,152,1,103,1,success,yes
42,blue-collar,married,secondary,no,171,yes,no,unknown,14,55,1,-1,0,unknown,no
47,admin.,married,secondary,no,3070,no,no,cellular,7,663,4,-1,0,unknown,yes
39,management,divorced,tertiary,no,115,no,no,cellular,29,345,2,-1,0,unknown,no
32,management,married,tertiary,no,0,no,no,cellular,28,15,13,-1,0,unknown,no
32,services,single,secondary,no,-121,yes,yes,unknown,13,272,1,-1,0,unknown,no
53,services,divorced,unknown,no,1012,yes,no,cellular,28,332,2,-1,0,unknown,no
49,admin.,single,secondary,no,-1193,yes,yes,unknown,3,73,1,-1,0,unknown,no
75,retired,married,primary,no,358,no,no,cellular,17,364,11,-1,0,unknown,yes
43,retired,married,secondary,no,56,yes,yes,unknown,15,259,1,-1,0,unknown,no
45,technician,married,secondary,no,0,yes,yes,unknown,14,246,2,-1,0,unknown,no
54,technician,married,secondary,no,3994,no,yes,cellular,16,299,2,-1,0,unknown,yes
41,admin.,married,secondary,no,2661,yes,no,telephone,24,258,1,-1,0,unknown,no
57,management,married,secondary,no,657,yes,no,telephone,11,20,5,-1,0,unknown,no
31,technician,single,secondary,no,90,no,yes,unknown,4,35,1,-1,0,unknown,no
26,blue-collar,married,secondary,no,697,yes,no,cellular,18,253,2,-1,0,unknown,no
42,management,married,tertiary,no,356,no,no,cellular,19,129,4,-1,0,unknown,no
37,management,single,tertiary,no,0,no,no,cellular,20,107,1,258,3,other,no
71,self-employed,married,secondary,no,5946,no,no,cellular,3,59,7,-1,0,unknown,no
47,services,married,secondary,no,0,no,yes,unknown,20,51,2,-1,0,unknown,no
36,management,married,tertiary,no,428,no,no,unknown,28,121,1,-1,0,unknown,no
54,technician,married,secondary,no,-315,no,yes,cellular,10,2029,1,-1,0,unknown,yes
52,admin.,married,secondary,no,722,no,no,cellular,26,99,2,185,3,failure,no
35,management,single,tertiary,no,704,no,no,cellular,21,164,1,-1,0,unknown,yes
38,blue-collar,married,primary,no,689,yes,no,cellular,6,585,2,296,2,failure,no
50,services,married,primary,no,2603,no,no,cellular,18,114,1,-1,0,unknown,no
35,management,married,tertiary,no,15298,no,no,cellular,7,642,3,-1,0,unknown,no
32,services,single,secondary,no,2881,no,no,cellular,2,356,1,-1,0,unknown,yes
52,blue-collar,married,primary,no,1705,no,no,cellular,8,334,3,-1,0,unknown,no
35,blue-collar,married,secondary,no,280,yes,yes,cellular,31,65,50,-1,0,unknown,no
24,student,single,secondary,no,493,yes,no,cellular,13,85,4,358,1,other,no
39,technician,married,secondary,no,564,no,no,cellular,21,86,4,-1,0,unknown,no
28,services,single,secondary,no,115,yes,no,unknown,21,66,13,-1,0,unknown,no
57,management,married,tertiary,no,256,no,no,cellular,5,304,2,91,1,success,yes
41,management,married,tertiary,no,393,yes,no,unknown,8,110,2,-1,0,unknown,no
34,blue-collar,single,primary,no,0,yes,yes,cellular,21,100,2,-1,0,unknown,no
44,entrepreneur,married,tertiary,no,5156,yes,no,cellular,4,54,1,-1,0,unknown,no
46,technician,married,unknown,no,605,yes,no,cellular,20,780,2,-1,0,unknown,no
37,technician,single,tertiary,no,1609,no,yes,unknown,20,10,19,-1,0,unknown,no
57,admin.,single,secondary,no,738,no,no,cellular,17,56,1,-1,0,unknown,no
28,blue-collar,married,secondary,no,-25,yes,no,cellular,5,58,2,-1,0,unknown,no
34,blue-collar,married,primary,no,428,yes,no,cellular,18,59,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,16727,yes,no,cellular,20,152,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,584,yes,no,cellular,18,154,2,-1,0,unknown,no
45,blue-collar,single,primary,no,116,yes,no,cellular,15,16,5,365,1,failure,no
43,entrepreneur,married,secondary,no,-480,yes,yes,cellular,18,1126,1,350,6,failure,no
26,services,married,secondary,no,54,yes,no,unknown,13,116,1,-1,0,unknown,no
46,services,married,secondary,no,25,no,yes,unknown,25,167,2,-1,0,unknown,no
45,technician,married,secondary,no,2020,yes,no,cellular,17,62,1,131,1,failure,no
46,blue-collar,married,primary,no,3969,no,no,telephone,7,46,5,-1,0,unknown,no
34,technician,married,tertiary,no,5060,yes,no,cellular,21,12,21,-1,0,unknown,no
57,self-employed,married,secondary,no,380,no,no,cellular,18,878,2,-1,0,unknown,no
45,services,married,secondary,no,462,yes,no,cellular,11,65,2,-1,0,unknown,no
38,blue-collar,single,primary,no,3132,no,no,cellular,5,304,1,-1,0,unknown,no
65,retired,married,secondary,no,3409,no,no,cellular,15,92,2,-1,0,unknown,no
28,management,married,tertiary,no,22,yes,no,cellular,31,59,3,-1,0,unknown,no
42,blue-collar,married,secondary,no,9359,yes,no,unknown,15,197,1,-1,0,unknown,no
50,management,married,tertiary,no,2479,no,no,cellular,17,259,1,-1,0,unknown,no
33,management,married,tertiary,no,289,no,no,cellular,23,333,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,0,yes,no,telephone,14,305,3,-1,0,unknown,no
33,blue-collar,divorced,unknown,yes,-274,yes,yes,cellular,17,715,2,329,2,failure,yes
37,blue-collar,married,primary,no,0,yes,no,cellular,6,226,1,363,3,other,no
48,unemployed,married,primary,no,0,no,no,cellular,29,569,2,-1,0,unknown,no
31,unemployed,married,tertiary,no,330,no,no,cellular,13,309,1,181,3,success,yes
48,management,divorced,unknown,no,343,no,no,cellular,4,191,1,-1,0,unknown,no
33,services,married,secondary,no,478,no,no,cellular,30,475,2,-1,0,unknown,yes
38,admin.,married,unknown,no,28,no,no,unknown,20,725,1,-1,0,unknown,no
59,retired,married,secondary,no,1080,no,no,cellular,21,645,2,-1,0,unknown,no
35,services,married,secondary,no,66,yes,no,cellular,18,110,1,123,1,other,no
40,management,married,tertiary,no,3352,yes,no,telephone,23,138,1,-1,0,unknown,yes
32,blue-collar,single,secondary,no,435,yes,no,unknown,21,373,2,-1,0,unknown,no
35,technician,single,primary,no,744,yes,no,cellular,7,1096,1,-1,0,unknown,no
59,management,married,unknown,no,147,no,no,cellular,7,119,3,-1,0,unknown,no
36,admin.,married,secondary,no,470,yes,no,cellular,31,101,4,-1,0,unknown,no
53,management,married,tertiary,no,1624,no,no,cellular,5,158,3,-1,0,unknown,yes
46,blue-collar,married,primary,no,1085,yes,yes,cellular,15,523,2,353,58,other,yes
29,self-employed,married,tertiary,no,242,yes,no,cellular,18,73,4,-1,0,unknown,no
49,technician,married,primary,no,1415,yes,no,cellular,30,269,2,-1,0,unknown,no
49,services,married,secondary,no,1314,no,no,cellular,14,834,14,-1,0,unknown,yes
42,blue-collar,married,secondary,no,160,yes,yes,unknown,26,190,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,-256,yes,no,cellular,17,576,1,318,2,failure,no
51,technician,divorced,tertiary,no,4596,no,no,cellular,8,334,5,-1,0,unknown,no
58,unemployed,married,secondary,no,1625,no,no,cellular,5,286,2,-1,0,unknown,yes
49,management,married,tertiary,no,629,no,no,cellular,19,431,4,-1,0,unknown,no
32,blue-collar,single,secondary,no,1342,yes,no,unknown,23,109,2,-1,0,unknown,no
35,services,married,secondary,no,240,yes,yes,cellular,11,161,2,-1,0,unknown,no
27,management,single,tertiary,no,6791,no,no,cellular,5,179,2,69,26,other,yes
50,retired,married,primary,no,420,no,no,unknown,5,107,1,-1,0,unknown,no
50,blue-collar,married,unknown,no,1389,yes,no,unknown,19,162,3,-1,0,unknown,no
57,services,married,primary,no,1728,yes,no,telephone,16,164,1,-1,0,unknown,no
57,management,married,tertiary,no,75,no,no,cellular,28,260,5,-1,0,unknown,no
56,blue-collar,married,primary,no,0,yes,no,cellular,16,1222,1,-1,0,unknown,yes
44,technician,single,unknown,no,1431,no,no,cellular,16,199,2,-1,0,unknown,no
44,unemployed,married,unknown,no,1309,no,no,telephone,30,262,2,-1,0,unknown,no
54,services,single,secondary,no,8289,no,no,unknown,26,133,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,1914,yes,no,cellular,14,532,1,358,1,failure,no
28,self-employed,married,secondary,no,-522,yes,yes,cellular,18,638,2,-1,0,unknown,yes
28,admin.,single,tertiary,no,832,no,no,telephone,29,433,3,342,1,failure,yes
39,management,married,tertiary,no,-4,no,no,cellular,10,358,1,-1,0,unknown,no
39,blue-collar,married,primary,no,317,yes,no,unknown,13,326,3,-1,0,unknown,no
37,management,married,tertiary,no,1393,no,yes,unknown,11,129,3,-1,0,unknown,no
36,blue-collar,married,secondary,no,3463,yes,no,telephone,21,29,4,-1,0,unknown,no
41,self-employed,married,tertiary,no,231,no,no,cellular,7,352,2,-1,0,unknown,yes
41,admin.,married,secondary,no,683,no,yes,cellular,20,77,1,-1,0,unknown,no
32,admin.,single,secondary,no,678,yes,no,cellular,4,1579,1,246,4,failure,yes
44,blue-collar,single,secondary,no,292,no,yes,cellular,17,1153,4,-1,0,unknown,yes
39,admin.,single,secondary,no,-25,yes,no,unknown,6,576,1,-1,0,unknown,no
37,unemployed,married,secondary,no,2424,no,no,cellular,20,633,2,156,2,other,no
58,blue-collar,married,unknown,no,703,no,no,unknown,20,37,3,-1,0,unknown,no
34,technician,single,secondary,no,52,no,no,cellular,19,90,4,-1,0,unknown,no
44,management,married,tertiary,no,647,no,no,unknown,16,226,2,-1,0,unknown,no
51,technician,divorced,secondary,no,0,no,no,cellular,11,177,2,-1,0,unknown,no
27,blue-collar,single,secondary,no,1,yes,no,cellular,18,320,2,-1,0,unknown,no
36,blue-collar,married,primary,no,4608,yes,no,cellular,14,284,7,-1,0,unknown,no
57,technician,single,secondary,no,3499,yes,no,cellular,20,104,4,175,3,failure,no
33,technician,married,tertiary,no,1699,no,no,cellular,6,178,2,94,1,success,yes
39,housemaid,single,secondary,no,2022,no,no,unknown,6,105,1,-1,0,unknown,no
31,technician,single,secondary,no,1447,yes,no,cellular,18,236,3,178,15,failure,no
30,admin.,married,secondary,no,490,yes,no,cellular,3,82,6,251,4,other,no
29,admin.,single,tertiary,no,135,no,no,cellular,7,248,1,-1,0,unknown,no
47,blue-collar,single,primary,no,133,yes,no,cellular,14,285,1,330,3,other,no
59,retired,married,secondary,no,1341,no,no,cellular,27,154,2,97,1,other,no
37,management,married,unknown,no,247,no,no,cellular,9,366,1,-1,0,unknown,no
44,blue-collar,divorced,primary,no,70,yes,no,cellular,13,176,1,-1,0,unknown,no
51,services,divorced,secondary,no,242,no,yes,cellular,14,1336,4,-1,0,unknown,yes
47,technician,divorced,secondary,no,-81,yes,no,cellular,21,262,1,-1,0,unknown,no
30,management,single,tertiary,no,358,yes,no,unknown,19,88,51,-1,0,unknown,no
37,admin.,married,secondary,no,1207,yes,no,telephone,6,1353,2,138,2,success,yes
28,admin.,divorced,secondary,no,-504,yes,yes,cellular,14,578,1,-1,0,unknown,yes
38,services,married,secondary,no,2678,no,no,cellular,28,282,2,187,1,success,yes
46,blue-collar,married,primary,no,881,yes,no,unknown,9,126,2,-1,0,unknown,no
35,housemaid,married,tertiary,no,1265,yes,no,cellular,15,326,5,179,4,failure,yes
39,blue-collar,married,secondary,no,747,yes,yes,cellular,19,209,2,180,1,other,no
53,technician,married,secondary,no,195,yes,no,cellular,19,472,1,90,6,success,yes
24,unemployed,single,secondary,no,2573,no,no,cellular,24,375,2,-1,0,unknown,yes
46,technician,married,secondary,no,0,no,no,unknown,6,186,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,157,yes,no,cellular,11,254,2,-1,0,unknown,no
28,admin.,single,secondary,no,267,yes,no,unknown,11,198,5,-1,0,unknown,no
59,entrepreneur,married,tertiary,no,-820,no,no,unknown,8,43,2,-1,0,unknown,no
52,blue-collar,married,secondary,no,-194,yes,no,cellular,18,326,1,-1,0,unknown,no
33,management,single,secondary,no,-298,no,no,cellular,22,168,2,-1,0,unknown,no
53,blue-collar,married,secondary,no,-31,no,no,cellular,21,82,8,-1,0,unknown,no
47,blue-collar,married,primary,no,206,yes,no,unknown,6,152,1,-1,0,unknown,no
50,admin.,married,secondary,no,1575,no,no,cellular,17,407,1,-1,0,unknown,no
45,blue-collar,married,primary,no,55,no,no,cellular,7,112,3,-1,0,unknown,no
51,services,married,secondary,no,7,no,no,cellular,27,18,18,-1,0,unknown,no
33,management,married,tertiary,no,956,yes,no,cellular,30,115,1,-1,0,unknown,no
23,technician,single,secondary,no,598,no,no,cellular,11,406,1,195,1,failure,yes
57,unknown,married,secondary,no,2,no,no,unknown,6,112,4,-1,0,unknown,no
58,retired,married,secondary,no,-205,yes,no,unknown,23,253,2,-1,0,unknown,no
30,admin.,single,secondary,no,914,yes,no,cellular,28,524,3,272,1,failure,yes
40,management,married,tertiary,no,8969,yes,no,cellular,17,153,1,-1,0,unknown,no
23,blue-collar,married,secondary,no,-213,yes,yes,unknown,26,87,2,-1,0,unknown,no
42,admin.,married,secondary,no,105,no,no,unknown,11,1159,4,-1,0,unknown,yes
60,retired,married,primary,no,1542,yes,no,unknown,14,930,1,-1,0,unknown,yes
44,technician,married,tertiary,no,1933,no,no,cellular,5,462,1,-1,0,unknown,yes
57,services,married,secondary,no,68,yes,no,cellular,8,65,2,-1,0,unknown,no
58,management,married,tertiary,no,714,yes,no,unknown,15,850,6,-1,0,unknown,no
51,self-employed,married,primary,no,106,yes,no,telephone,31,240,2,-1,0,unknown,no
28,management,married,secondary,no,292,yes,no,unknown,28,507,1,-1,0,unknown,yes
54,services,married,primary,no,1059,no,no,cellular,7,147,3,-1,0,unknown,no
51,technician,married,secondary,no,195,yes,no,cellular,17,78,1,-1,0,unknown,no
29,admin.,single,tertiary,no,8,no,yes,cellular,2,107,1,-1,0,unknown,no
52,blue-collar,married,primary,no,1524,no,no,cellular,3,1007,6,-1,0,unknown,yes
46,unknown,married,unknown,no,2367,no,no,unknown,6,86,3,-1,0,unknown,no
41,technician,married,secondary,no,2039,no,no,cellular,25,160,4,-1,0,unknown,no
37,technician,married,secondary,no,-403,yes,no,unknown,30,31,6,-1,0,unknown,no
53,admin.,single,secondary,no,2398,yes,no,cellular,2,317,1,180,2,failure,yes
55,blue-collar,married,secondary,no,233,yes,no,cellular,5,813,2,351,3,failure,no
32,admin.,single,secondary,no,396,yes,no,cellular,18,88,1,364,1,failure,no
37,management,single,tertiary,no,331,yes,no,cellular,8,94,3,-1,0,unknown,no
41,technician,married,secondary,no,169,yes,no,unknown,7,296,2,-1,0,unknown,no
39,management,single,tertiary,no,202,yes,no,cellular,12,59,1,301,1,other,no
42,entrepreneur,married,unknown,no,206,yes,no,cellular,30,695,2,-1,0,unknown,yes
37,management,married,tertiary,no,387,no,no,cellular,26,128,2,419,1,failure,no
38,technician,married,secondary,no,976,yes,no,cellular,18,32,8,308,3,success,no
42,admin.,married,secondary,no,128,yes,no,unknown,13,190,1,-1,0,unknown,no
30,services,divorced,secondary,no,21,no,no,cellular,17,49,1,-1,0,unknown,no
52,management,married,secondary,no,638,yes,no,cellular,23,213,1,-1,0,unknown,no
56,housemaid,married,primary,no,1168,no,no,telephone,17,673,2,-1,0,unknown,no
35,management,married,tertiary,no,0,yes,no,cellular,11,229,2,96,3,success,yes
41,self-employed,divorced,tertiary,no,-319,no,no,unknown,20,263,3,-1,0,unknown,no
32,technician,married,secondary,no,0,no,no,cellular,29,750,3,-1,0,unknown,no
48,management,divorced,secondary,no,769,no,yes,cellular,28,58,2,184,15,other,no
50,technician,married,secondary,no,4,no,no,cellular,10,200,5,-1,0,unknown,no
55,management,married,tertiary,no,42,yes,no,telephone,11,386,2,-1,0,unknown,no
39,admin.,married,secondary,no,2319,no,no,cellular,7,84,1,-1,0,unknown,no
36,self-employed,married,secondary,no,96,no,no,cellular,27,125,15,-1,0,unknown,no
38,blue-collar,married,secondary,no,360,yes,no,unknown,14,220,2,-1,0,unknown,no
37,blue-collar,married,primary,no,3977,yes,no,cellular,17,264,1,-1,0,unknown,no
31,admin.,single,secondary,no,862,yes,no,cellular,15,47,2,-1,0,unknown,no
52,management,married,primary,no,3343,no,no,cellular,13,227,1,-1,0,unknown,no
38,management,married,tertiary,no,272,yes,no,cellular,24,62,1,-1,0,unknown,no
30,admin.,single,secondary,no,648,no,no,cellular,19,54,1,-1,0,unknown,no
28,technician,single,secondary,no,1363,no,no,cellular,27,79,1,-1,0,unknown,yes
36,blue-collar,divorced,secondary,no,-159,yes,no,unknown,4,382,3,-1,0,unknown,no
37,admin.,married,primary,no,214,yes,no,cellular,9,645,1,-1,0,unknown,yes
41,technician,married,secondary,no,2576,yes,yes,cellular,8,296,5,361,11,failure,no
28,management,single,tertiary,no,12956,yes,no,cellular,2,940,1,399,3,success,yes
35,blue-collar,divorced,primary,no,0,no,no,unknown,1,55,1,-1,0,unknown,no
52,blue-collar,divorced,primary,yes,-183,yes,no,unknown,6,145,1,-1,0,unknown,no
35,services,single,secondary,no,2110,no,yes,cellular,7,39,1,-1,0,unknown,no
34,technician,single,secondary,no,10890,no,no,cellular,20,46,14,-1,0,unknown,no
52,unknown,married,secondary,no,142,no,no,cellular,25,112,6,-1,0,unknown,no
33,blue-collar,single,secondary,no,2202,yes,no,cellular,20,372,2,-1,0,unknown,no
41,blue-collar,married,secondary,no,382,yes,no,telephone,17,218,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,0,yes,no,cellular,8,325,1,170,2,failure,no
30,admin.,married,tertiary,no,631,no,no,cellular,13,293,3,-1,0,unknown,no
38,technician,married,secondary,no,0,yes,no,unknown,21,73,1,-1,0,unknown,no
40,management,married,tertiary,no,-29,no,no,unknown,8,406,2,-1,0,unknown,no
25,services,single,tertiary,no,130,yes,no,cellular,16,49,1,-1,0,unknown,no
54,technician,married,tertiary,no,417,yes,no,unknown,16,375,2,-1,0,unknown,no
45,services,married,secondary,no,219,yes,yes,cellular,29,142,8,-1,0,unknown,no
40,services,married,secondary,no,1674,yes,yes,cellular,4,144,1,274,2,other,no
54,management,married,tertiary,yes,153,no,no,unknown,9,99,3,-1,0,unknown,no
56,management,divorced,tertiary,no,2189,no,no,cellular,4,180,1,-1,0,unknown,no
37,entrepreneur,married,tertiary,no,4798,yes,no,unknown,20,156,2,-1,0,unknown,no
27,admin.,married,secondary,no,0,yes,no,cellular,6,837,1,-1,0,unknown,yes
33,management,married,tertiary,no,8339,yes,no,cellular,5,335,2,165,5,other,no
50,entrepreneur,married,tertiary,no,221,yes,no,cellular,20,319,2,340,1,failure,no
59,retired,divorced,primary,no,20,no,no,cellular,10,298,1,-1,0,unknown,no
35,technician,married,tertiary,no,8029,yes,no,cellular,26,167,1,285,4,success,no
36,admin.,married,secondary,no,1314,yes,no,cellular,17,330,3,-1,0,unknown,no
70,retired,married,unknown,no,647,no,no,telephone,10,152,1,348,1,failure,no
37,technician,divorced,secondary,no,1981,yes,no,unknown,9,106,1,-1,0,unknown,no
35,entrepreneur,single,tertiary,no,1295,yes,no,cellular,17,952,2,73,1,failure,no
37,technician,married,secondary,no,-254,yes,yes,cellular,6,121,3,254,2,failure,no
31,services,married,secondary,no,1062,yes,yes,cellular,6,230,1,-1,0,unknown,no
45,admin.,married,unknown,no,2033,no,no,cellular,30,123,1,186,4,failure,no
26,housemaid,married,primary,no,158,no,yes,cellular,8,416,4,-1,0,unknown,no
43,management,married,unknown,no,587,yes,no,cellular,5,11,6,231,9,failure,no
59,retired,married,primary,no,-266,yes,yes,cellular,31,266,11,-1,0,unknown,no
45,unemployed,single,secondary,no,33,no,no,cellular,5,437,1,-1,0,unknown,no
34,management,married,tertiary,no,902,yes,no,cellular,14,159,1,367,2,other,no
46,blue-collar,married,primary,no,476,yes,no,unknown,30,311,4,-1,0,unknown,no
43,technician,single,tertiary,no,27733,yes,no,unknown,3,164,7,-1,0,unknown,no
30,admin.,single,secondary,no,28,no,no,unknown,20,107,1,-1,0,unknown,no
48,blue-collar,married,primary,no,1203,no,no,cellular,6,61,5,-1,0,unknown,no
49,housemaid,married,secondary,no,905,no,no,cellular,25,102,4,-1,0,unknown,no
32,blue-collar,single,secondary,no,782,yes,no,cellular,17,517,1,-1,0,unknown,no
30,services,married,secondary,no,78,yes,no,cellular,6,198,1,-1,0,unknown,no
41,services,married,secondary,no,0,yes,no,unknown,11,62,9,-1,0,unknown,no
49,blue-collar,divorced,secondary,no,1869,no,yes,unknown,11,257,1,-1,0,unknown,no
43,management,single,secondary,no,1029,yes,no,unknown,2,145,1,-1,0,unknown,no
48,services,married,secondary,no,665,yes,no,cellular,7,271,2,230,3,failure,no
45,admin.,married,secondary,no,358,yes,no,cellular,13,134,2,-1,0,unknown,no
59,management,single,tertiary,no,623,yes,no,cellular,7,212,4,-1,0,unknown,no
29,blue-collar,married,secondary,no,-95,yes,no,cellular,18,164,1,370,1,failure,no
35,blue-collar,married,primary,no,994,yes,no,unknown,23,1349,8,-1,0,unknown,yes
34,admin.,single,secondary,no,852,no,no,cellular,14,108,2,-1,0,unknown,no
31,blue-collar,single,secondary,no,411,no,no,cellular,21,91,3,361,1,failure,no
48,admin.,married,secondary,no,1060,yes,no,cellular,20,87,2,318,3,failure,no
40,management,married,primary,no,738,yes,yes,cellular,2,399,2,258,3,failure,no
33,management,married,primary,no,262,yes,no,cellular,14,386,3,-1,0,unknown,no
53,housemaid,married,primary,no,421,no,no,cellular,6,376,4,-1,0,unknown,no
37,technician,married,secondary,no,712,yes,no,cellular,18,291,2,-1,0,unknown,no
42,blue-collar,married,tertiary,no,1993,yes,no,cellular,20,97,2,-1,0,unknown,no
49,housemaid,married,tertiary,no,443,no,no,cellular,8,27,6,-1,0,unknown,no
27,blue-collar,married,primary,no,52,no,yes,cellular,7,185,1,-1,0,unknown,no
36,technician,married,secondary,no,930,no,no,cellular,14,175,2,-1,0,unknown,no
54,self-employed,divorced,tertiary,no,3952,no,no,unknown,6,28,6,-1,0,unknown,no
41,management,married,tertiary,no,9,yes,no,cellular,22,82,3,-1,0,unknown,no
32,services,single,secondary,no,6983,no,no,cellular,7,255,1,-1,0,unknown,yes
37,technician,single,secondary,no,1130,no,no,cellular,26,152,1,-1,0,unknown,yes
44,services,married,secondary,no,382,no,no,unknown,5,1167,1,-1,0,unknown,no
29,management,married,tertiary,no,2451,yes,no,unknown,28,58,1,-1,0,unknown,no
32,admin.,single,secondary,no,8626,no,no,cellular,7,200,1,196,2,failure,no
32,management,single,tertiary,no,1756,yes,no,unknown,21,206,3,-1,0,unknown,no
30,student,single,secondary,no,1681,no,no,cellular,23,128,1,106,2,success,yes
47,management,married,primary,no,835,no,no,unknown,9,137,2,-1,0,unknown,no
